mean_cg_it,std_cg_it,mean_residuals,std_residuals,mean_runtime,std_runtime
236.0,0.0,"[4.07181035e-02 1.10852389e-03 2.12585839e-03 1.75330519e-03
 1.24611865e-03 9.95685254e-04 4.55443541e-04 3.84269605e-04
 4.42217975e-04 3.62450178e-04 4.72145799e-04 3.91256422e-04
 5.20169508e-04 4.80610104e-04 2.42228644e-04 1.68762128e-04
 8.00754521e-05 9.84878932e-05 1.33484743e-04 5.68634386e-05
 1.29499140e-04 7.35895642e-05 6.51817066e-05 4.68415127e-05
 8.51091620e-05 2.98628858e-05 2.82523374e-05 1.86104297e-05
 2.57428209e-05 3.42863237e-05 5.86473703e-05 3.31251277e-05
 5.18170277e-05 9.78078888e-06 2.30076965e-05 6.19491894e-06
 2.08591395e-05 7.00549991e-06 5.96995918e-06 1.71403406e-05
 5.57377408e-06 1.11496331e-05 9.34548285e-06 1.58321437e-05
 2.30491752e-05 1.19797655e-05 5.72185412e-06 1.99982713e-05
 6.78035893e-06 7.76650344e-06 4.62835000e-06 5.50793015e-06
 6.24307301e-06 4.65496782e-06 3.30535819e-06 4.40141400e-06
 4.47080994e-06 1.53929230e-06 3.23170418e-06 5.79551316e-06
 1.61775724e-06 7.01348582e-06 2.35882751e-06 3.63593684e-06
 2.85861722e-06 5.18601126e-06 4.06369517e-06 3.41930029e-06
 5.42282741e-06 3.52739908e-06 7.45717937e-06 4.58641129e-06
 5.55420067e-06 1.21444313e-06 5.53017812e-07 2.58352607e-06
 9.75805305e-07 4.50139023e-07 9.53995552e-07 8.24976491e-07
 2.28489508e-07 3.09600543e-07 6.08341492e-07 1.97012251e-07
 2.39693325e-06 2.83293025e-07 7.13663712e-07 2.83599645e-06
 2.27303027e-07 6.88224778e-07 8.81441895e-07 1.34959962e-07
 9.80563901e-08 2.42125569e-07 2.23704191e-07 2.39706324e-07
 5.38177926e-07 6.00195684e-08 4.60400959e-08 2.24697030e-08
 8.67958845e-08 4.06100876e-08 1.92604253e-08 2.58174972e-08
 4.62353652e-08 1.69609769e-07 5.16666109e-08 5.27131738e-08
 1.79708487e-07 7.14053738e-08 1.19105203e-07 3.60629236e-08
 1.91994193e-08 9.77453213e-08 1.80324259e-07 3.51287377e-08
 3.90157356e-08 1.75705064e-08 7.06888830e-09 1.01755340e-08
 5.12206310e-08 1.58016248e-08 1.29605092e-08 1.76676535e-08
 1.01133093e-08 8.50045848e-09 5.51398664e-09 9.15825912e-09
 1.22117935e-08 1.59997495e-08 9.45697945e-09 1.31201762e-08
 6.13180207e-09 5.92585981e-09 1.10857304e-08 1.10768367e-08
 3.86450450e-09 2.86782464e-08 1.39931695e-08 3.06102798e-08
 2.87113078e-08 9.22612592e-09 2.80290624e-09 1.28072416e-09
 2.95054677e-09 4.22518582e-09 2.15534763e-09 5.57141575e-10
 1.39571060e-09 1.26540152e-09 5.08565911e-09 6.56932732e-10
 4.08539840e-10 1.47951042e-09 3.23256534e-09 3.30152697e-09
 1.10139606e-09 2.48176496e-09 3.83671357e-10 1.84086294e-10
 8.21524960e-10 1.90138234e-09 3.12687618e-09 2.28733446e-09
 1.21520551e-09 1.63161140e-09 1.13164822e-09 2.02091264e-09
 4.49066560e-10 1.82590198e-10 1.26070100e-10 1.34788451e-10
 1.27274987e-10 2.19946204e-10 2.93086476e-10 2.33372639e-10
 3.26043848e-10 4.98707105e-10 8.02380485e-11 1.00102821e-10
 6.21649649e-11 2.21463582e-10 2.51479175e-10 1.82652823e-11
 2.77779649e-11 7.20029311e-11 3.21394184e-11 4.57240788e-11
 3.56829735e-11 5.37059016e-11 2.76906528e-10 4.23812508e-11
 1.41192731e-11 1.58268567e-11 1.52163528e-11 2.56132715e-12
 3.42614041e-12 3.35603880e-11 5.40709870e-12 7.77768367e-12
 7.45253196e-12 6.49700478e-12 6.23881731e-12 1.57792880e-12
 1.24360417e-11 2.31413178e-12 6.57211105e-12 7.88297999e-12
 1.00309153e-11 8.24776194e-12 1.19814491e-12 3.19818083e-12
 8.91244476e-12 1.02176208e-11 5.41190299e-12 3.37496041e-12
 2.34172716e-12 8.08205625e-12 2.03588814e-12 6.61859329e-13
 1.11409071e-12 6.35575713e-13 1.30708080e-12 7.68959801e-13
 1.09583524e-12 6.25868676e-13 1.25305990e-12 3.32267960e-12
 9.31917022e-13 1.39042756e-12 3.54715271e-12 1.53939813e-12
 7.69310744e-13 2.87795587e-12 7.71023595e-13 1.34354632e-12
 3.88009274e-13]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",20697.9980879426,1455.7859805571572
