mean_cg_it,std_cg_it,mean_residuals,std_residuals,mean_runtime,std_runtime,mean_approx_rank,mean_preconditioner_time
10.0,0.0,"[4.06955741e-02 3.31162215e-06 4.76921200e-07 6.13801946e-08
 1.41484421e-08 2.98456623e-09 4.40758287e-10 7.03095400e-11
 9.23143311e-12 1.38182028e-12 1.59460816e-13]","[0.00000000e+00 2.02478348e-06 1.92111614e-07 3.33328200e-08
 4.81586857e-09 1.52865736e-09 2.46796674e-10 3.72039397e-11
 3.33315303e-12 9.09992217e-13 1.38899090e-13]",23087.366263628006,4876.500449285986,100.0,291.00855588912964
