Trial,Condition_Number
0,10.256428176275389
1,10.42704727381894
2,10.027131805417245
3,10.414000785938462
4,10.828064392910525
5,10.485756552726606
6,10.282164214963785
7,10.311321379490572
8,10.271258966063716
9,10.26626889888521
10,10.345882757497826
11,9.983536765527974
12,10.527409431912941
13,10.48145773879486
14,10.495611887946158
15,9.991557123223224
16,10.1456064882996
17,10.5124266813335
18,10.410915041876146
19,10.31945160300698
20,10.10219586670874
21,10.143804059199285
22,10.377881630794032
23,10.61741646583532
24,10.161832916501377
25,10.50857507228012
26,10.719768588237633
27,10.477444147365558
28,10.168415829585529
29,10.524565520351224
30,10.536038595074755
31,10.139285008923581
32,10.520921414852468
33,10.096522306827172
34,10.81024967749972
35,10.440606342787591
36,10.574385293939157
37,10.153131505635097
38,10.16384103636412
39,10.696425552013594
40,10.816272095610268
41,10.113193945501058
42,10.333227553122507
43,10.666909761348473
44,10.447887580823034
45,9.990539076476164
46,10.56072186343928
47,10.828391279456527
48,10.473991528886785
49,10.498124506818401
50,10.24630365124101
51,10.30373094929849
52,10.233050444641213
53,10.660629547924783
54,10.162458689456829
55,10.613790727093624
56,10.541905019193514
57,10.323899963669204
58,9.949781767467544
59,10.33430485640197
60,10.247145352324692
61,10.048603273708101
62,9.924833847692723
63,10.594782594238751
64,10.732039502864898
65,9.926705567656393
66,10.47755385280393
67,10.477271704843647
68,10.192362794180282
69,10.210916335635327
70,9.927232732285278
71,10.450442252016884
72,9.63694550754073
73,10.052776746380355
74,10.474604125475452
75,10.734945974399443
76,10.136221446832058
77,10.598350886710554
78,10.586984004310334
79,10.173572803576524
80,10.10132970923511
81,10.48689987601308
82,10.47311350379111
83,10.43418674208358
84,10.88950047565587
85,9.773097465117516
86,10.371664409062706
87,10.45370974896227
88,10.325059994015474
89,10.294122204575325
90,10.59425217010106
91,10.362511603880032
92,10.397109176269872
93,10.289900479466299
94,10.447226617844361
95,10.496169684109868
96,10.334202557429453
97,10.273695116658132
98,9.841493038004694
99,10.122419119793353
100,10.37359897450181
101,10.221289970667812
102,10.61506742689466
103,10.222096709604049
104,9.893247804180621
105,10.216258630831272
106,10.434094785603028
107,10.7503087815254
108,10.115943915619079
109,10.284772238873572
110,10.19506690245525
111,10.421497066685227
112,10.228049376861676
113,10.127463396022543
114,10.426498555058071
115,10.24145086840089
116,10.637675046018675
117,10.109309262829747
118,10.402584194611915
119,10.623466644037581
120,10.085338868218559
121,10.574877851300975
122,10.086802956451027
123,10.305125388753455
124,10.302204671890653
125,10.468715750900953
126,10.540361855372943
127,10.04711399841509
128,10.353076597235502
129,10.23668105960047
130,10.4775745333042
131,10.239627245519976
132,10.195196870288232
133,10.300587874132868
134,10.18770840574192
135,10.523171054841502
136,10.16778615315324
137,10.729629278243905
138,9.996424866284405
139,10.087700825841392
140,10.167466782852316
141,10.456657219424846
142,10.38552399867245
143,10.598080723662248
144,10.36663457057212
145,10.086275177863676
146,10.210664442689833
147,10.306680058521945
148,10.12103070565362
149,10.016236961907069
150,10.509701943696722
151,10.252529968685883
152,10.56482592671067
153,10.53454563545667
154,10.721586931749558
155,10.664709845515734
156,10.223806634508989
157,10.376238381790198
158,10.10929549049059
159,10.542597692036336
160,10.240134167837661
161,10.454539023850588
162,10.280337162466209
163,9.93460378298952
164,10.133188719548745
165,10.329035958884653
166,9.976997587451615
167,10.501347479664371
168,10.209457725151767
169,10.36052020889915
170,10.454039595199072
171,10.950483991894206
172,10.155325777112708
173,10.356957361462088
174,10.106494636974217
175,10.235752029830444
176,10.417724112823413
177,10.389574560789828
178,10.4452968214464
179,10.537484167162559
180,10.3788947015014
181,10.437048681498862
182,10.087736295014327
183,9.993628021250693
184,10.175563844858065
185,10.399032433315744
186,10.778272999490724
187,10.443744543279406
188,10.495762372613497
189,10.402918319358664
190,10.652114400941091
191,10.093106456646098
192,10.493144765088175
193,10.447611544624534
194,10.504124155081392
195,10.331589388714452
196,10.585422328237179
197,10.494085592490437
198,10.252198600017758
199,10.180859426102966
200,10.678001640766729
