mean_cg_it,std_cg_it,mean_residuals,std_residuals,mean_runtime,std_runtime,mean_approx_rank,mean_preconditioner_time
6.25,0.4330127018922193,"[4.07181035e-02 1.38758197e-06 5.99872214e-08 3.09557251e-09
 1.70925550e-10 8.62049565e-12 6.05015955e-13            nan]","[0.00000000e+00 7.62636470e-07 2.80884828e-08 2.14290950e-09
 1.75145969e-10 8.10735961e-12 8.74049109e-13            nan]",19670.691570162773,639.0826720434985,100.0,302.49700105190277
